typeStatus,catalogNumber,occurrenceDetails,occurrenceRemarks,recordNumber,recordedBy,individualID,individualCount,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,otherCatalogNumbers,previousIdentifications,associatedMedia,associatedReferences,associatedOccurrences,associatedSequences,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy ,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,eventID,samplingProtocol,samplingEffort,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNumber,fieldNotes,eventRemarks,type,modified,language,rights,rightsHolder,accessRights,bibliographicCitation,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,source,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1197811979,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,437,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3401736,-59.0570275,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,14/04/2012,22:26,,,,,,,"Soft brown silty clay, loose for first 5cm, more cohesive below. Small amount of black gravel up to 2cm in diameter in MFB. Approx 100ml of black gravel in MFC",41MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1200012001,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,433,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3590078,-59.1668389,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,14/04/2012,13:18,,,,,,,"Soft brown silty clay with some sand and mottled darker patches on surface. Surface ~10cm more thinner and less cohesive. Little gravel and medium coarse  black sand in sieve residue, occasional pebble up to 2cm in diameter. Appeared slightly more granular after sieving.",42MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1207412075,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,434,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3581611,-59.0566836,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,14/04/2012,19:28,,,,,,,"Soft brown silty clay, loose in top 5cm, stiffer below. Cohesive. Some gravel up to 2cm in diameter ",46MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1220412205,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,426,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3943581,-59.0835533,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/04/2012,17:28,,,,,,,"Soft silty brown clay, darker mottling on surface, top 3-5cm looser, more cohesive below. Not as cohesive. Black sand and gravel up to 1cm in sieve residue.",54MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1238212383,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,445,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.258322,-59.105824,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,18/03/2012,09:53,,,,,,,"Soft brown silty clay, looser surface becoming more cohesive at depth with a very stiff, slightly darker sediment at base of sample. Occasional pebble and dark sand in sieve residue.",66MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1247612477,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,432,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.341680,-59.140768,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,22/03/2012,19:19,,,,,,,"Soft brown silty clay, less cohesive. Gravel of various colours generally up to 2cm, occasionally 3cm, in diameter.",72MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1281312815,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,460,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2679947,-59.0309117,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,03:48,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm in diameter in sieve residue.",18MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1284312845,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,448,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2870544,-59.1680519,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,17/04/2012,04:37,,,,,,,"Soft brown silty clay, cohesive. Top 5-10cm looser and stiffer below and maybe slightly darker in colour. Surface with darker mottling. Noticeably more coarse sand, gravel and pebbles up to 3cm in diameter in sieve residue. Very difficult to sieve",19MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1286112863,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,451,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2868531,-59.1405528,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,07:52,,,,,,,"Soft brown silty clay, loose on top, very cohesive below ~8cm. Black sand and gravel up to 3cm in diameter in sieve residue.",20MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1286712869,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,451,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2868531,-59.1405528,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,07:52,,,,,,,"Soft brown silty clay, loose on top, very cohesive below ~8cm. Black sand and gravel up to 3cm in diameter in sieve residue.",20MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1287012872,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,445,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2866453,-59.1130539,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,21:36,,,,,,,"Soft brown silty clay, quite cohesive Loose in top 4cm, slightly stiffer below. No sign of anoxia in profile. Minimal gravel.",21MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1289112893,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,454,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2864308,-59.0855553,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,10:54,,,,,,,"Boxcore top door slightly ajar, possibly minor washout. Soft brown silty clay. Darker mottling on surface. Top 5-10cm looser, more cohesive below. Dark sand and gravel up to 2cm in diameter in sieve residue.",22MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1293612938,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,447,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3050428,-59.1677492,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,22:49,,,,,,,"Soft brown clay, quite cohesive. Coarse sand and sparse gravel in sieve residu",25MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1295712959,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3048414,-59.1402400,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,13:28,,,,,,,"Soft silty brown clay, slightly darker mottling on surface, top 5-8cm looser, more cohesive below. Coarse dark sand and gravel up to 2cm with one small cobble at 5cm in diameter in sieve residue.",26MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1297512977,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,440,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3046333,-59.1127311,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,19/03/2012,04:54,,,,,,,Silty brown clay with mottled darker patches on surface. Cohesive with looser surface. Occasional pebble and dark sand in sieve residue.,27MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1301113013,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,451,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3044189,-59.0852225,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,13:09,,,,,,,"Soft brown silty clay. Darker mottling on surface. Top 5-10cm looser, more cohesive below. Dark sand and gravel up to 3cm in diameter in sieve residue.",28MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1322413226,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,433,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3590078,-59.1668389,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,14/04/2012,13:18,,,,,,,"Soft brown silty clay with some sand and mottled darker patches on surface. Surface ~10cm more thinner and less cohesive. Little gravel and medium coarse  black sand in sieve residue, occasional pebble up to 2cm in diameter. Appeared slightly more granular after sieving.",42MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1339213394,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,449,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.245260,-59.064154,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,18/03/2012,21:28,,,,,,,"Soft silty brown clay, a little stiffer than before, slightly stiffer from approximately 5cm deep. Various types of gravel up to 2.5cm diameter in sieve residue.",55MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1342213424,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.245117,-59.054401,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,18/03/2012,18:14,,,,,,,"Soft silty brown clay, slightly stiffer from approximately 5cm deep.",56MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1344613448,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.241973,-59.069066,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,18/03/2012,17:04,,,,,,,"Thin veneer of black silt on loose clay, slightly stiffer from 7cm below surface, with patches of black, anoxic, wet sediment. Sparse black gravel 2cm or less in diameter",57MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1352113523,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.254527,-59.049453,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,18/03/2012,23:22,,,,,,,"Soft silty brown clay, a little stiffer than before, slightly stiffer from approximately 5cm deep. Mostly black gravel up to 1.5cm diameter in sieve residue.",60MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1353013532,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.254527,-59.049453,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,19/03/2012,00:58,,,,,,,"Soft silty brown clay, a little stiffer than before, slightly stiffer from approximately 5cm deep. Mostly black gravel up to 1.5cm diameter in sieve residue with several large pebbles up to 5cm diameter in MFB only.",60MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.1357813580,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,,,"Tebble, 1959 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,448,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.245731,-59.125493,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,17/03/2012,22:13,,,,,,,"Soft brown silty clay, stiffer from 8cm, fine black sand/silt on top. Gravel up to 1cm, mostly black, in sieve residue",63MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
